run,gen_len,OGF,stall,tail_len,TP@512,TP@1024,latency_sec,success_ogf1,success_ogf2,success_ogf4,reward,validity,eos_pen,ppl
63,4833,1.179931640625,0,0,0,0,180.46341276168823,1,0,0,-0.36917273988737226,1.0,5.0,1.0
64,4793,1.170166015625,0,0,0,0,178.3622124195099,1,0,0,-0.4378671334357771,1.0,5.0,6.561652409764239
65,4076,0.9951171875,0,0,0,0,149.10750532150269,0,0,0,-0.41075599184049727,1.0,5.0,1.0
66,4793,1.170166015625,0,0,0,0,178.1671438217163,1,0,0,-0.37137000551237226,1.0,5.0,1.0
67,4873,1.189697265625,0,0,0,0,181.26191353797913,1,0,0,-0.36697547426237226,1.0,5.0,1.0
68,396,0.0966796875,0,0,0,0,14.232084035873413,0,0,0,-0.7200116105308558,1.0,5.0,16.035353535353536
69,4738,1.15673828125,0,0,0,0,175.3308355808258,1,0,0,-0.3772720259935574,1.0,5.0,1.118615449556775
70,5152,1.2578125,0,0,0,0,194.17828369140625,1,0,0,-0.3516495465279973,1.0,5.0,1.0
71,5793,1.414306640625,0,0,0,0,221.5220239162445,1,0,0,-0.31643836488737226,1.0,5.0,1.0
72,537,0.131103515625,0,0,0,0,19.211045742034912,0,0,0,-0.7392311854017438,1.0,5.0,28.212290502793294
73,4752,1.16015625,0,0,0,0,176.53013801574707,1,0,0,-0.38337949375450636,1.0,5.0,1.430976430976431
74,5576,1.361328125,0,0,0,0,213.54927253723145,1,0,0,-0.32835853090299727,1.0,5.0,1.0
75,4830,1.17919921875,0,0,0,0,179.93854689598083,1,0,0,-0.3879977471037444,1.0,5.0,1.9047619047619047
76,133,0.032470703125,0,0,0,0,4.745982885360718,0,0,0,-0.7594250093315166,1.0,5.0,27.06766917293233
77,4508,1.1005859375,0,0,0,0,166.2755057811737,1,0,0,-0.3875331416636982,1.0,5.0,1.0204081632653061
78,4818,1.17626953125,0,0,0,0,179.77186393737793,1,0,0,-0.36999671449674726,1.0,5.0,1.0
79,4947,1.207763671875,0,0,0,0,185.73125791549683,1,0,0,-0.3629105328561223,1.0,5.0,1.0
80,4976,1.21484375,0,0,0,0,187.07646894454956,1,0,0,-0.36131751527799727,1.0,5.0,1.0
81,167,0.040771484375,0,0,0,0,5.874725103378296,0,0,0,-0.7744173447043359,1.0,5.0,38.32335329341317
82,962,0.23486328125,0,0,0,0,34.692601919174194,0,0,0,-0.7067552387060203,1.0,5.0,23.336798336798335
83,4876,1.1904296875,0,0,0,0,182.28069043159485,1,0,0,-0.37110225113298634,1.0,5.0,1.179245283018868
84,16384,4.0,1,0,0,0,922.7858028411865,1,1,1,0.8313363994864608,1.0,0.0,28.173828125
85,4603,1.123779296875,0,0,0,0,169.88023495674133,1,0,0,-0.38180701723112226,1.0,5.0,1.0
86,4723,1.153076171875,0,0,0,0,175.3292315006256,1,0,0,-0.44059293367913666,1.0,5.0,6.394240948549651
87,20,0.0048828125,0,0,0,0,0.7265796661376953,0,0,0,-0.7929795570846718,1.0,5.0,47.5
88,4970,1.21337890625,0,0,0,0,185.74682021141052,1,0,0,-0.36725601852944495,1.0,5.0,1.2374245472837022
89,4882,1.19189453125,0,0,0,0,182.16228771209717,1,0,0,-0.3664810894967473,1.0,5.0,1.0
90,4975,1.214599609375,0,0,0,0,185.32089519500732,1,0,0,-0.3629795073792121,1.0,5.0,1.065326633165829
91,4922,1.20166015625,0,0,0,0,183.30289363861084,1,0,0,-0.3642838238717473,1.0,5.0,1.0
92,10661,2.602783203125,0,0,0,0,492.1216022968292,1,1,0,0.08659508237825275,1.0,5.0,1.0
93,3490,0.85205078125,0,0,0,0,125.10430359840393,0,0,0,-0.47842036196663074,1.0,5.0,3.0659025787965617
94,4873,1.189697265625,0,0,0,0,181.47620105743408,1,0,0,-0.3703333721791658,1.0,5.0,1.1389287912989945
95,1221,0.298095703125,0,0,0,0,43.69511556625366,0,0,0,-0.6756945199118922,1.0,5.0,16.38001638001638
96,4913,1.199462890625,0,0,0,0,183.7886347770691,1,0,0,-0.36477820863737226,1.0,5.0,1.0
97,1290,0.31494140625,0,0,0,0,46.02006721496582,0,0,0,-0.6659169273183649,1.0,5.0,14.418604651162791
98,218,0.05322265625,0,0,0,0,7.662545680999756,0,0,0,-0.7513688678484085,1.0,5.0,25.229357798165136
99,4853,1.184814453125,0,0,0,0,180.65532898902893,1,0,0,-0.45539369375693833,1.0,5.0,10.467751906037503
