prompt_key,row_type,trial,gen_len,total_len,success,saw_eos,cap_hit,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,model,summary_avg_gen_len,summary_max_gen_len,summary_success_rate,run_seed,chunk_index,num_chunks,torch_version,transformers_version
f5067505a1d14f383a14a30d4b601c59,TRIAL,1,157,201,0,0,0,0.0383,0,0,0,0,0,3.9017,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841094,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,2,213,257,0,0,0,0.0520,0,0,0,0,0,4.6143,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841095,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,3,416,460,0,0,0,0.1016,0,0,0,0,0,9.0655,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841096,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,4,409,453,0,0,0,0.0999,0,0,0,0,0,8.9031,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841097,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,5,128,172,0,0,0,0.0312,0,0,0,0,0,2.7597,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841098,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,6,207,251,0,0,0,0.0505,0,0,0,0,0,4.4762,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841099,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,7,2,46,0,0,0,0.0005,0,0,0,0,0,0.0462,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841100,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,8,385,429,0,0,0,0.0940,0,0,0,0,0,8.3709,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841101,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,9,2611,2655,0,0,0,0.6375,0,0,0,0,0,60.6155,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841102,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,10,2,46,0,0,0,0.0005,0,0,0,0,0,0.0466,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841103,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,11,712,756,0,0,0,0.1738,0,0,0,0,0,15.6567,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841104,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,12,1083,1127,0,0,0,0.2644,0,0,0,0,0,24.0640,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841105,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,13,88,132,0,0,0,0.0215,0,0,0,0,0,1.8953,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841106,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,14,169,213,0,0,0,0.0413,0,0,0,0,0,3.6493,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841107,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,15,450,494,0,0,0,0.1099,0,0,0,0,0,9.7979,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841108,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,16,82,126,0,0,0,0.0200,0,0,0,0,0,1.7650,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841109,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,17,2639,2683,0,0,0,0.6443,0,0,0,0,0,61.2606,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841110,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,18,212,256,0,0,0,0.0518,0,0,0,0,0,4.5807,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841111,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,19,18,62,0,0,0,0.0044,0,0,0,0,0,0.3893,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841112,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,20,2704,2748,0,0,0,0.6602,0,0,0,0,0,62.8581,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841113,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,21,1565,1609,0,0,0,0.3821,0,0,0,0,0,35.1876,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841114,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,22,2114,2158,0,0,0,0.5161,0,0,0,0,0,48.2635,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841115,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,23,384,428,0,0,0,0.0938,0,0,0,0,0,8.3384,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841116,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,24,1036,1080,0,0,0,0.2529,0,0,0,0,0,22.9423,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841117,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,25,700,744,0,0,0,0.1709,0,0,0,0,0,15.3518,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841118,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,26,10650,10694,1,0,0,2.6001,0,1,0,0,0,336.9287,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841119,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,27,248,292,0,0,0,0.0605,0,0,0,0,0,5.3675,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841120,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,28,2,46,0,0,0,0.0005,0,0,0,0,0,0.0462,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841121,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,29,1,45,0,0,0,0.0002,0,0,0,0,0,0.0248,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841122,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,30,454,498,0,0,0,0.1108,0,0,0,0,0,9.8797,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841123,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,31,2,46,0,0,0,0.0005,0,0,0,0,0,0.0463,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841124,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,32,396,440,0,0,0,0.0967,0,0,0,0,0,8.6033,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841125,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,33,113,157,0,0,0,0.0276,0,0,0,0,0,2.4341,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841126,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,TRIAL,34,415,459,0,0,0,0.1013,0,0,0,0,0,9.0214,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,4180841127,7,15,2.9.1+cu128,4.57.3
f5067505a1d14f383a14a30d4b601c59,SUMMARY,,,,,,,,,,,,,,deepseek-ai/deepseek-coder-7b-base-v1.5,904.91,10650,0.0294,,7,15,2.9.1+cu128,4.57.3
