prompt_key,row_type,trial,gen_len,total_len,success,saw_eos,cap_hit,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,model,summary_avg_gen_len,summary_max_gen_len,summary_success_rate,run_seed,chunk_index,num_chunks,torch_version,transformers_version
2b618dd4daa30ec885f73628642c12ff,TRIAL,1,233,272,0,0,0,0.0569,0,0,0,0,0,5.3408,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813589,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,2,98,137,0,0,0,0.0239,0,0,0,0,0,2.1029,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813590,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,3,127,166,0,0,0,0.0310,0,0,0,0,0,2.7271,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813591,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,4,1,40,0,0,0,0.0002,0,0,0,0,0,0.0248,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813592,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,5,166,205,0,0,0,0.0405,0,0,0,0,0,3.5709,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813593,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,6,429,468,0,0,0,0.1047,0,0,0,0,0,9.3000,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813594,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,7,433,472,0,0,0,0.1057,0,0,0,0,0,9.3876,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813595,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,8,2802,2841,0,0,0,0.6841,0,0,0,0,0,65.1550,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813596,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,9,124,163,0,0,0,0.0303,0,0,0,0,0,2.6624,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813597,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,10,413,452,0,0,0,0.1008,0,0,0,0,0,8.9473,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813598,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,11,1110,1149,0,0,0,0.2710,0,0,0,0,0,24.5570,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813599,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,12,1,40,0,0,0,0.0002,0,0,0,0,0,0.0250,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813600,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,13,306,345,0,0,0,0.0747,0,0,0,0,0,6.6099,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813601,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,14,6,45,0,0,0,0.0015,0,0,0,0,0,0.1316,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813602,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,15,95,134,0,0,0,0.0232,0,0,0,0,0,2.0376,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813603,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,16,143,182,0,0,0,0.0349,0,0,0,0,0,3.0734,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813604,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,17,3,42,0,0,0,0.0007,0,0,0,0,0,0.0676,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813605,2,15,2.9.1+cu128,4.57.3
2b618dd4daa30ec885f73628642c12ff,TRIAL,18,81,120,0,0,0,0.0198,0,0,0,0,0,1.7373,deepseek-ai/deepseek-coder-7b-base-v1.5,,,,747813606,2,15,2.9.1+cu128,4.57.3
