prompt_key,row_type,trial,gen_len,total_len,success,saw_eos,cap_hit,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,model,summary_avg_gen_len,summary_max_gen_len,summary_success_rate,run_seed,chunk_index,num_chunks,torch_version,transformers_version
5b4528121ee29bff5df38de32cdf05c2,TRIAL,1,1079,1127,0,0,0,0.2634,0,0,0,0,0,17.4324,microsoft/Phi-3-mini-4k-instruct,,,,1561258899,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,2,2678,2726,0,1,0,0.6538,0,0,0,0,0,43.2393,microsoft/Phi-3-mini-4k-instruct,,,,1561258900,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,3,14424,14472,1,1,0,3.5215,0,0,0,0,0,282.9757,microsoft/Phi-3-mini-4k-instruct,,,,1561258901,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,4,646,694,0,1,0,0.1577,0,0,0,0,0,9.0672,microsoft/Phi-3-mini-4k-instruct,,,,1561258902,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,5,982,1030,0,1,0,0.2397,0,0,0,0,0,13.9499,microsoft/Phi-3-mini-4k-instruct,,,,1561258903,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,6,2355,2403,0,1,0,0.5750,0,0,0,0,0,36.6206,microsoft/Phi-3-mini-4k-instruct,,,,1561258904,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,7,1097,1145,0,1,0,0.2678,0,0,0,0,0,15.6491,microsoft/Phi-3-mini-4k-instruct,,,,1561258905,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,8,5554,5602,1,0,0,1.3560,0,1,0,0,0,101.9216,microsoft/Phi-3-mini-4k-instruct,,,,1561258906,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,9,4986,5034,1,1,0,1.2173,0,0,0,0,0,90.2784,microsoft/Phi-3-mini-4k-instruct,,,,1561258907,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,10,2447,2495,0,1,0,0.5974,0,0,0,0,0,38.5210,microsoft/Phi-3-mini-4k-instruct,,,,1561258908,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,11,1129,1177,0,1,0,0.2756,0,0,0,0,0,16.1296,microsoft/Phi-3-mini-4k-instruct,,,,1561258909,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,12,3501,3549,0,1,0,0.8547,0,0,0,0,0,60.0001,microsoft/Phi-3-mini-4k-instruct,,,,1561258910,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,13,2756,2804,0,0,0,0.6729,0,0,0,0,0,44.9179,microsoft/Phi-3-mini-4k-instruct,,,,1561258911,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,14,3468,3516,0,1,0,0.8467,0,0,0,0,0,59.3391,microsoft/Phi-3-mini-4k-instruct,,,,1561258912,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,15,967,1015,0,1,0,0.2361,0,0,0,0,0,13.7521,microsoft/Phi-3-mini-4k-instruct,,,,1561258913,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,16,838,886,0,1,0,0.2046,0,0,0,0,0,11.8593,microsoft/Phi-3-mini-4k-instruct,,,,1561258914,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,17,4160,4208,1,1,0,1.0156,0,0,0,0,0,73.5072,microsoft/Phi-3-mini-4k-instruct,,,,1561258915,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,18,9642,9690,1,1,0,2.3540,0,0,0,0,0,185.3146,microsoft/Phi-3-mini-4k-instruct,,,,1561258916,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,19,1725,1773,0,1,0,0.4211,0,0,0,0,0,25.1629,microsoft/Phi-3-mini-4k-instruct,,,,1561258917,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,20,947,995,0,0,0,0.2312,0,0,0,0,0,13.4518,microsoft/Phi-3-mini-4k-instruct,,,,1561258918,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,21,987,1035,0,1,0,0.2410,0,0,0,0,0,14.0372,microsoft/Phi-3-mini-4k-instruct,,,,1561258919,3,15,2.9.1+cu128,4.57.3
