prompt_key,row_type,trial,gen_len,total_len,success,saw_eos,cap_hit,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,model,summary_avg_gen_len,summary_max_gen_len,summary_success_rate,run_seed,chunk_index,num_chunks,torch_version,transformers_version
63d6135cf28f1adf847e31f232681a83,TRIAL,1,1146,1186,0,1,0,0.2798,0,0,0,0,0,26.2627,meta-llama/Llama-2-7b-hf,,,,1814974045,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,2,2757,2797,0,1,0,0.6731,0,0,0,0,0,65.6356,meta-llama/Llama-2-7b-hf,,,,1814974046,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,3,925,965,0,1,0,0.2258,0,0,0,0,0,20.8299,meta-llama/Llama-2-7b-hf,,,,1814974047,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,4,1020,1060,0,1,0,0.2490,0,0,0,0,0,23.0286,meta-llama/Llama-2-7b-hf,,,,1814974048,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,5,175,215,0,1,0,0.0427,0,0,0,0,0,3.8483,meta-llama/Llama-2-7b-hf,,,,1814974049,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,6,41,81,0,1,0,0.0100,0,0,0,0,0,0.8996,meta-llama/Llama-2-7b-hf,,,,1814974050,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,7,471,511,0,1,0,0.1150,0,0,0,0,0,10.4454,meta-llama/Llama-2-7b-hf,,,,1814974051,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,8,1119,1159,0,1,0,0.2732,0,0,0,0,0,25.3366,meta-llama/Llama-2-7b-hf,,,,1814974052,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,9,1878,1918,0,1,0,0.4585,0,0,0,0,0,43.4717,meta-llama/Llama-2-7b-hf,,,,1814974053,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,10,314,354,0,1,0,0.0767,0,0,0,0,0,6.9345,meta-llama/Llama-2-7b-hf,,,,1814974054,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,11,1377,1417,0,1,0,0.3362,0,0,0,0,0,31.4196,meta-llama/Llama-2-7b-hf,,,,1814974055,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,12,1745,1785,0,1,0,0.4260,0,0,0,0,0,40.2348,meta-llama/Llama-2-7b-hf,,,,1814974056,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,13,512,552,0,1,0,0.1250,0,0,0,0,0,11.3717,meta-llama/Llama-2-7b-hf,,,,1814974057,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,14,491,531,0,1,0,0.1199,0,0,0,0,0,10.8980,meta-llama/Llama-2-7b-hf,,,,1814974058,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,15,726,766,0,1,0,0.1772,0,0,0,0,0,16.2437,meta-llama/Llama-2-7b-hf,,,,1814974059,14,15,2.9.1+cu128,4.57.3
63d6135cf28f1adf847e31f232681a83,TRIAL,16,2657,2697,0,1,0,0.6487,0,0,0,0,0,63.0181,meta-llama/Llama-2-7b-hf,,,,1814974060,14,15,2.9.1+cu128,4.57.3
