prompt_key,row_type,trial,gen_len,total_len,success,saw_eos,cap_hit,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,model,summary_avg_gen_len,summary_max_gen_len,summary_success_rate,run_seed,chunk_index,num_chunks,torch_version,transformers_version
5b4528121ee29bff5df38de32cdf05c2,TRIAL,1,96,145,0,1,0,0.0234,0,0,0,0,0,3.2748,meta-llama/Llama-2-7b-hf,,,,1561258899,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,2,336,385,0,1,0,0.0820,0,0,0,0,0,7.4130,meta-llama/Llama-2-7b-hf,,,,1561258900,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,3,626,675,0,1,0,0.1528,0,0,0,0,0,13.9397,meta-llama/Llama-2-7b-hf,,,,1561258901,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,4,1834,1883,0,1,0,0.4478,0,0,0,0,0,42.3505,meta-llama/Llama-2-7b-hf,,,,1561258902,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,5,844,893,0,1,0,0.2061,0,0,0,0,0,18.9290,meta-llama/Llama-2-7b-hf,,,,1561258903,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,6,34,83,0,1,0,0.0083,0,0,0,0,0,0.7454,meta-llama/Llama-2-7b-hf,,,,1561258904,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,7,4204,4253,1,1,0,1.0264,0,0,0,0,0,105.0226,meta-llama/Llama-2-7b-hf,,,,1561258905,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,8,1,50,0,1,0,0.0002,0,0,0,0,0,0.0257,meta-llama/Llama-2-7b-hf,,,,1561258906,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,9,16,65,0,1,0,0.0039,0,0,0,0,0,0.3521,meta-llama/Llama-2-7b-hf,,,,1561258907,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,10,89,138,0,1,0,0.0217,0,0,0,0,0,1.9473,meta-llama/Llama-2-7b-hf,,,,1561258908,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,11,79,128,0,1,0,0.0193,0,0,0,0,0,1.7280,meta-llama/Llama-2-7b-hf,,,,1561258909,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,12,1492,1541,0,1,0,0.3643,0,0,0,0,0,34.1043,meta-llama/Llama-2-7b-hf,,,,1561258910,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,13,5721,5770,1,1,0,1.3967,0,0,0,0,0,152.1363,meta-llama/Llama-2-7b-hf,,,,1561258911,3,15,2.9.1+cu128,4.57.3
5b4528121ee29bff5df38de32cdf05c2,TRIAL,14,1537,1586,0,1,0,0.3752,0,0,0,0,0,35.1820,meta-llama/Llama-2-7b-hf,,,,1561258912,3,15,2.9.1+cu128,4.57.3
