run,base_seed,chunk_index,num_chunks,ckpt,victim_model,goal,max_steps,temp,top_p,top_k,gate_alpha,reward_mode,context_window,torch_version,transformers_version,gen_len,OGF,stall,tail_len,TP@512,TP@1024,latency_sec,success_ogf1,success_ogf2,success_ogf4,reward,validity,eos_pen,ppl
0,42,0,15,RANDOM_POLICY,meta-llama/Llama-2-7b-hf,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,602,0.14697265625,0,0,0,0,23.836775064468384,0,0,0,-0.688166878356666,1.0,5.0,10.299003322259138
1,42,0,15,RANDOM_POLICY,meta-llama/Llama-2-7b-hf,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,244,0.0595703125,0,0,0,0,5.42201828956604,0,0,0,-0.7564786369912712,1.0,5.0,28.89344262295082
2,42,0,15,RANDOM_POLICY,meta-llama/Llama-2-7b-hf,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,1134,0.27685546875,0,0,0,0,25.88704776763916,0,0,0,-0.6685715177658447,1.0,5.0,12.698412698412698
3,42,0,15,RANDOM_POLICY,meta-llama/Llama-2-7b-hf,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,459,0.112060546875,0,0,0,0,10.275843143463135,0,0,0,-0.7227933249706993,1.0,5.0,18.30065359477124
4,42,0,15,RANDOM_POLICY,meta-llama/Llama-2-7b-hf,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,1512,0.369140625,0,0,0,0,34.9194450378418,0,0,0,-0.6670956957467986,1.0,5.0,19.146825396825395
5,42,0,15,RANDOM_POLICY,meta-llama/Llama-2-7b-hf,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,109,0.026611328125,0,0,0,0,2.4136998653411865,0,0,0,-0.7748796529023627,1.0,5.0,36.23853211009174
6,42,0,15,RANDOM_POLICY,meta-llama/Llama-2-7b-hf,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,5034,1.22900390625,0,0,0,0,131.49108791351318,1,0,0,-0.4158469399039693,1.0,5.0,5.343663090981328
7,42,0,15,RANDOM_POLICY,meta-llama/Llama-2-7b-hf,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,717,0.175048828125,0,0,0,0,16.188828229904175,0,0,0,-0.7116981500000996,1.0,5.0,19.525801952580196
8,42,0,15,RANDOM_POLICY,meta-llama/Llama-2-7b-hf,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,861,0.210205078125,0,0,0,0,19.513933658599854,0,0,0,-0.6912788213637525,1.0,5.0,14.982578397212542
9,42,0,15,RANDOM_POLICY,meta-llama/Llama-2-7b-hf,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,5403,1.319091796875,0,0,0,0,142.84698247909546,1,0,0,-0.41579279582293366,1.0,5.0,8.504534517860447
