run,base_seed,chunk_index,num_chunks,ckpt,victim_model,goal,max_steps,temp,top_p,top_k,gate_alpha,reward_mode,context_window,torch_version,transformers_version,gen_len,OGF,stall,tail_len,TP@512,TP@1024,latency_sec,success_ogf1,success_ogf2,success_ogf4,reward,validity,eos_pen,ppl
871,42,13,15,len8000plus_ep62944_env0_len16377_ep62944.pt,meta-llama/Llama-2-7b-hf,16384,64,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,4935,1.204833984375,0,0,0,0,136.11918902397156,1,0,0,-0.36356971254362225,1.0,5.0,1.0
872,42,13,15,len8000plus_ep62944_env0_len16377_ep62944.pt,meta-llama/Llama-2-7b-hf,16384,64,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,860,0.2099609375,0,0,0,0,19.58497190475464,0,0,0,-0.7059446333114785,1.0,5.0,20.406976744186046
873,42,13,15,len8000plus_ep62944_env0_len16377_ep62944.pt,meta-llama/Llama-2-7b-hf,16384,64,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,4892,1.1943359375,0,0,0,0,127.22124290466309,1,0,0,-0.3659317730904973,1.0,5.0,1.0
874,42,13,15,len8000plus_ep62944_env0_len16377_ep62944.pt,meta-llama/Llama-2-7b-hf,16384,64,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,4757,1.161376953125,0,0,0,0,123.04534339904785,1,0,0,-0.3733475445748723,1.0,5.0,1.0
875,42,13,15,len8000plus_ep62944_env0_len16377_ep62944.pt,meta-llama/Llama-2-7b-hf,16384,64,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,5062,1.23583984375,0,0,0,0,132.46244931221008,1,0,0,-0.3565933941842473,1.0,5.0,1.0
876,42,13,15,len8000plus_ep62944_env0_len16377_ep62944.pt,meta-llama/Llama-2-7b-hf,16384,64,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,5055,1.234130859375,0,0,0,0,132.29908394813538,1,0,0,-0.35697791566862225,1.0,5.0,1.0
877,42,13,15,len8000plus_ep62944_env0_len16377_ep62944.pt,meta-llama/Llama-2-7b-hf,16384,64,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,5275,1.287841796875,0,0,0,0,139.41967701911926,1,0,0,-0.34489295473112225,1.0,5.0,1.0
878,42,13,15,len8000plus_ep62944_env0_len16377_ep62944.pt,meta-llama/Llama-2-7b-hf,16384,64,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,16384,4.0,1,0,0,0,657.033088684082,1,1,1,0.9651659515783605,1.0,0.0,1.007080078125
879,42,13,15,len8000plus_ep62944_env0_len16377_ep62944.pt,meta-llama/Llama-2-7b-hf,16384,64,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,16384,4.0,1,0,0,0,652.592648267746,1,1,1,0.9648627733513718,1.0,0.0,1.019287109375
880,42,13,15,len8000plus_ep62944_env0_len16377_ep62944.pt,meta-llama/Llama-2-7b-hf,16384,64,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,4913,1.199462890625,0,0,0,0,128.08783841133118,1,0,0,-0.36477820863737226,1.0,5.0,1.0
