run,base_seed,chunk_index,num_chunks,ckpt,victim_model,goal,max_steps,temp,top_p,top_k,gate_alpha,reward_mode,context_window,torch_version,transformers_version,gen_len,OGF,stall,tail_len,TP@512,TP@1024,latency_sec,success_ogf1,success_ogf2,success_ogf4,reward,validity,eos_pen,ppl
469,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,5821,1.421142578125,0,0,0,0,121.40636897087097,1,0,0,-0.45052875646295765,1.0,5.0,29.13588730458684
470,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,3026,0.73876953125,0,0,0,0,51.68548274040222,0,0,0,-0.600768026243097,1.0,5.0,27.214144084600132
471,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,6603,1.612060546875,0,0,0,0,128.12036442756653,1,0,0,-0.38772860084087496,1.0,5.0,19.26397092230804
472,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,593,0.144775390625,0,0,0,0,8.767848491668701,0,0,0,-0.7242149095876325,1.0,5.0,22.006745362563237
473,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,250,0.06103515625,0,0,0,0,3.688981056213379,0,0,0,-0.7613945836398721,1.0,5.0,32.199999999999996
474,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,3766,0.91943359375,0,0,0,0,67.51193332672119,0,0,0,-0.5535995511732467,1.0,5.0,23.765268189060013
475,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,5769,1.408447265625,0,0,0,0,110.24446988105774,1,0,0,-0.4431667386609017,1.0,5.0,23.56560929103831
476,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,1097,0.267822265625,0,0,0,0,16.1620876789093,0,0,0,-0.6885067006954203,1.0,5.0,18.596171376481312
477,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,5304,1.294921875,0,0,0,0,100.20438075065613,1,0,0,-0.4674697979299546,1.0,5.0,22.96380090497738
478,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,3622,0.88427734375,0,0,0,0,64.33934259414673,0,0,0,-0.568723762807867,1.0,5.0,27.609055770292656
479,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,190,0.04638671875,0,0,0,0,2.784524917602539,0,0,0,-0.7729430910645826,1.0,5.0,38.15789473684211
480,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,1568,0.3828125,0,0,0,0,23.359224557876587,0,0,0,-0.6817857644186852,1.0,5.0,27.742346938775512
481,42,7,15,RANDOM_POLICY,microsoft/Phi-3-mini-4k-instruct,16384,0,0.8,0.95,0,0.0,victim,4096,2.9.1+cu128,4.57.3,12847,3.136474609375,0,0,0,0,261.17485094070435,1,1,0,0.2280250896715896,1.0,5.0,13.407799486261384
